sale_id,sale_date,product_id,promotion_id,quantity_sold,revenue,baseline_revenue,discount_applied_pct,is_promoted
2080,2024-01-07,30,,4,6.49,6.49,0,0
2081,2024-01-07,30,,3,4.87,4.87,0,0
2082,2024-01-07,19,,1,2.99,2.99,0,0
2083,2024-01-07,17,,4,6.97,6.97,0,0
2084,2024-01-07,28,2,3,2.36,2.93,30,1
2085,2024-01-07,1,,5,8.63,8.63,0,0
2086,2024-01-07,12,,1,1.92,1.92,0,0
2087,2024-01-07,28,3,1,0.9,0.98,20,1
2088,2024-01-07,21,,3,5.53,5.53,0,0
2089,2024-01-07,13,,4,3.64,3.64,0,0
2090,2024-01-07,7,,2,3.18,3.18,0,0
2091,2024-01-07,7,,5,7.95,7.95,0,0
2092,2024-01-07,30,,3,4.87,4.87,0,0
2093,2024-01-07,5,,3,5.51,5.51,0,0
2094,2024-01-07,22,2,2,2.6,3.38,30,1
2095,2024-01-07,21,3,1,1.62,1.84,20,1
2096,2024-01-07,22,,4,6.77,6.77,0,0
2097,2024-01-07,5,3,1,2.06,1.84,20,1
2098,2024-01-07,28,,4,3.91,3.91,0,0
2099,2024-01-07,23,,5,5.86,5.86,0,0
2100,2024-01-07,20,,2,2.58,2.58,0,0
2101,2024-01-07,14,,5,6.38,6.38,0,0
2102,2024-01-07,13,3,3,2.62,2.73,20,1
2103,2024-01-07,20,,1,1.29,1.29,0,0
2104,2024-01-07,28,,2,1.95,1.95,0,0
2105,2024-01-07,9,,4,4.45,4.45,0,0
2106,2024-01-07,19,2,3,8.17,8.98,30,1
2107,2024-01-07,19,,4,11.97,11.97,0,0
2108,2024-01-07,4,,5,6.33,6.33,0,0
2109,2024-01-07,23,3,1,1.03,1.17,20,1
2110,2024-01-07,15,2,5,9.35,11.14,30,1
2111,2024-01-07,8,,4,3.06,3.06,0,0
2112,2024-01-07,22,,1,1.69,1.69,0,0
2113,2024-01-07,18,2,5,11.49,12.62,30,1
2114,2024-01-07,29,,3,5.79,5.79,0,0
2115,2024-01-07,1,,4,6.9,6.9,0,0
2116,2024-01-07,29,,4,7.72,7.72,0,0
2117,2024-01-07,11,,4,5.27,5.27,0,0
2118,2024-01-07,26,2,3,3.08,3.82,30,1
2119,2024-01-07,23,,5,5.86,5.86,0,0
2120,2024-01-07,24,3,5,3.96,4.51,20,1
2121,2024-01-07,19,,2,5.98,5.98,0,0
2122,2024-01-07,22,,3,5.07,5.07,0,0
2123,2024-01-07,20,2,1,1.18,1.29,30,1
2124,2024-01-07,5,3,5,10.28,9.18,20,1
2125,2024-01-07,9,,2,2.23,2.23,0,0
2126,2024-01-07,9,2,3,3.51,3.34,30,1
2127,2024-01-07,20,,2,2.58,2.58,0,0
2128,2024-01-07,24,,2,1.8,1.8,0,0
2129,2024-01-07,12,2,2,3.23,3.84,30,1
2130,2024-01-07,16,,2,4.86,4.86,0,0
2131,2024-01-07,28,2,1,0.79,0.98,30,1
2132,2024-01-07,5,,5,9.18,9.18,0,0
2133,2024-01-07,5,,4,7.34,7.34,0,0
2134,2024-01-07,14,3,4,4.9,5.1,20,1
2135,2024-01-07,24,3,2,1.59,1.8,20,1
2136,2024-01-07,2,,3,3.14,3.14,0,0
2137,2024-01-07,4,3,1,1.42,1.27,20,1
2138,2024-01-07,16,,3,7.29,7.29,0,0
2139,2024-01-07,25,3,5,9.09,10.33,20,1
2140,2024-01-07,16,3,3,7.58,7.29,20,1
2141,2024-01-07,1,,3,5.18,5.18,0,0
2142,2024-01-07,15,,4,8.91,8.91,0,0
2143,2024-01-07,17,3,1,1.81,1.74,20,1
2144,2024-01-07,28,,4,3.91,3.91,0,0
2145,2024-01-07,21,3,3,4.87,5.53,20,1
2146,2024-01-07,26,3,1,1.17,1.27,20,1
2147,2024-01-07,15,,2,4.45,4.45,0,0
2148,2024-01-07,19,,2,5.98,5.98,0,0
2149,2024-01-07,22,2,2,2.6,3.38,30,1
2150,2024-01-07,22,,1,1.69,1.69,0,0
2151,2024-01-07,1,2,4,6.76,6.9,30,1
2152,2024-01-07,22,,4,6.77,6.77,0,0
2153,2024-01-07,24,2,3,2.08,2.7,30,1
2154,2024-01-07,1,2,5,8.45,8.63,30,1
2155,2024-01-07,20,,1,1.29,1.29,0,0
2156,2024-01-07,4,,1,1.27,1.27,0,0
2157,2024-01-07,5,,4,7.34,7.34,0,0
2158,2024-01-07,29,,5,9.65,9.65,0,0
2159,2024-01-07,6,,1,1.37,1.37,0,0
2160,2024-01-07,9,,3,3.34,3.34,0,0
2161,2024-01-07,30,,1,1.62,1.62,0,0
2162,2024-01-07,30,,3,4.87,4.87,0,0
2163,2024-01-07,23,2,3,2.71,3.52,30,1
2164,2024-01-07,9,,1,1.11,1.11,0,0
2165,2024-01-07,11,3,1,1.26,1.32,20,1
2166,2024-01-07,6,2,4,5.75,5.47,30,1
2167,2024-01-07,20,3,4,5.37,5.17,20,1
2168,2024-01-07,4,,2,2.53,2.53,0,0
2169,2024-01-07,14,,2,2.55,2.55,0,0
2170,2024-01-07,4,,4,5.07,5.07,0,0
2171,2024-01-07,4,3,1,1.42,1.27,20,1
2172,2024-01-07,25,3,4,7.27,8.26,20,1
2173,2024-01-07,5,,1,1.84,1.84,0,0
2174,2024-01-07,22,3,4,5.95,6.77,20,1
2175,2024-01-07,29,,4,7.72,7.72,0,0
2176,2024-01-07,17,,4,6.97,6.97,0,0
2177,2024-01-07,13,,1,0.91,0.91,0,0
2178,2024-01-07,1,,4,6.9,6.9,0,0
2179,2024-01-07,27,3,4,3.57,3.88,20,1
2180,2024-01-07,11,,3,3.95,3.95,0,0
2181,2024-01-07,21,,1,1.84,1.84,0,0
2182,2024-01-07,28,3,3,2.7,2.93,20,1
2183,2024-01-07,25,,3,6.2,6.2,0,0
2184,2024-01-07,6,3,5,8.21,6.84,20,1
2185,2024-01-07,22,3,2,2.98,3.38,20,1
2186,2024-01-07,29,,1,1.93,1.93,0,0
2187,2024-01-07,12,3,4,7.38,7.68,20,1
2188,2024-01-07,24,2,2,1.39,1.8,30,1
2189,2024-01-07,1,3,5,9.66,8.63,20,1
2190,2024-01-07,3,,5,6.63,6.63,0,0
2191,2024-01-07,16,,5,12.15,12.15,0,0
2192,2024-01-07,26,,4,5.1,5.1,0,0
2193,2024-01-07,1,3,1,1.93,1.73,20,1
2194,2024-01-07,26,,1,1.27,1.27,0,0
2195,2024-01-07,7,,5,7.95,7.95,0,0
2196,2024-01-07,22,2,5,6.51,8.46,30,1
2197,2024-01-07,30,2,1,1.31,1.62,30,1
2198,2024-01-07,16,,1,2.43,2.43,0,0
2199,2024-01-07,30,2,5,6.53,8.12,30,1
2200,2024-01-07,1,,2,3.45,3.45,0,0
2201,2024-01-07,29,,3,5.79,5.79,0,0
2202,2024-01-07,4,,4,5.07,5.07,0,0
2203,2024-01-07,27,2,5,3.9,4.84,30,1
2204,2024-01-07,4,,4,5.07,5.07,0,0
2205,2024-01-07,20,2,2,2.35,2.58,30,1
2206,2024-01-07,14,,3,3.82,3.82,0,0
2207,2024-01-07,24,2,4,2.78,3.6,30,1
2208,2024-01-07,11,,2,2.63,2.63,0,0
2209,2024-01-07,19,2,2,5.45,5.98,30,1
2210,2024-01-07,9,,2,2.23,2.23,0,0
2211,2024-01-07,6,,3,4.11,4.11,0,0
2212,2024-01-07,15,,2,4.45,4.45,0,0
2213,2024-01-07,2,3,2,2.34,2.09,20,1
2214,2024-01-07,25,3,2,3.64,4.13,20,1
2215,2024-01-07,3,2,1,1.3,1.33,30,1
2216,2024-01-07,23,,5,5.86,5.86,0,0
2217,2024-01-07,14,,4,5.1,5.1,0,0
2218,2024-01-07,7,,2,3.18,3.18,0,0
2219,2024-01-07,17,,4,6.97,6.97,0,0
2220,2024-01-07,6,,5,6.84,6.84,0,0
2221,2024-01-07,20,,2,2.58,2.58,0,0
2222,2024-01-07,20,,1,1.29,1.29,0,0
2223,2024-01-07,26,2,3,3.08,3.82,30,1
2224,2024-01-07,18,2,2,4.59,5.05,30,1
2225,2024-01-07,20,,3,3.88,3.88,0,0
2226,2024-01-07,18,2,5,11.49,12.62,30,1
2227,2024-01-07,9,2,1,1.17,1.11,30,1
2228,2024-01-07,22,,4,6.77,6.77,0,0
2229,2024-01-07,6,3,1,1.64,1.37,20,1
2230,2024-01-07,10,,2,1.43,1.43,0,0
2231,2024-01-07,11,,5,6.59,6.59,0,0
2232,2024-01-07,25,2,4,6.36,8.26,30,1
2233,2024-01-07,30,2,5,6.53,8.12,30,1
2234,2024-01-07,16,2,5,11.06,12.15,30,1
2235,2024-01-07,24,,4,3.6,3.6,0,0
2236,2024-01-07,11,3,4,5.06,5.27,20,1
2237,2024-01-07,8,2,1,0.8,0.77,30,1
2238,2024-01-07,8,,4,3.06,3.06,0,0
2239,2024-01-07,13,3,2,1.75,1.82,20,1
2240,2024-01-07,2,3,4,4.68,4.18,20,1
2241,2024-01-07,6,,4,5.47,5.47,0,0
2242,2024-01-07,15,,2,4.45,4.45,0,0
2243,2024-01-07,9,2,2,2.34,2.23,30,1
2244,2024-01-07,23,2,5,4.52,5.86,30,1
2245,2024-01-07,4,,4,5.07,5.07,0,0
2246,2024-01-07,6,3,3,4.93,4.11,20,1
2247,2024-01-07,20,,2,2.58,2.58,0,0
2248,2024-01-07,21,,5,9.22,9.22,0,0
2249,2024-01-07,19,,5,14.96,14.96,0,0
2250,2024-01-07,3,,4,5.3,5.3,0,0
2251,2024-01-07,16,,2,4.86,4.86,0,0
2252,2024-01-07,27,3,4,3.57,3.88,20,1
2253,2024-01-07,24,3,2,1.59,1.8,20,1
2254,2024-01-07,19,,2,5.98,5.98,0,0
2255,2024-01-07,19,,2,5.98,5.98,0,0
2256,2024-01-07,29,,1,1.93,1.93,0,0
2257,2024-01-07,2,,1,1.05,1.05,0,0
2258,2024-01-07,24,3,5,3.96,4.51,20,1
2259,2024-01-07,16,,1,2.43,2.43,0,0
2260,2024-01-07,8,,1,0.77,0.77,0,0
2261,2024-01-07,1,,4,6.9,6.9,0,0
2262,2024-01-07,5,2,3,5.4,5.51,30,1
2263,2024-01-07,1,,4,6.9,6.9,0,0
2264,2024-01-07,6,,4,5.47,5.47,0,0
2265,2024-01-07,24,3,5,3.96,4.51,20,1
2266,2024-01-07,15,,2,4.45,4.45,0,0
2267,2024-01-07,13,,2,1.82,1.82,0,0
2268,2024-01-07,12,,4,7.68,7.68,0,0
2269,2024-01-07,1,,1,1.73,1.73,0,0
2270,2024-01-07,23,,3,3.52,3.52,0,0
2271,2024-01-07,10,,4,2.86,2.86,0,0
2272,2024-01-07,23,,5,5.86,5.86,0,0
2273,2024-01-07,26,,2,2.55,2.55,0,0
2274,2024-01-07,3,,5,6.63,6.63,0,0
2275,2024-01-07,24,,1,0.9,0.9,0,0
2276,2024-01-07,30,,3,4.87,4.87,0,0
2277,2024-01-07,4,,4,5.07,5.07,0,0
2278,2024-01-08,2,,3,3.14,3.14,0,0
2279,2024-01-08,21,,5,9.22,9.22,0,0
2280,2024-01-08,18,3,2,5.25,5.05,20,1
2281,2024-01-08,8,3,5,4.59,3.82,20,1
2282,2024-01-08,24,,5,4.51,4.51,0,0
2283,2024-01-08,23,,2,2.35,2.35,0,0
2284,2024-01-08,25,3,2,3.64,4.13,20,1
2285,2024-01-08,17,2,4,6.34,6.97,30,1
2286,2024-01-08,12,,3,5.76,5.76,0,0
2287,2024-01-08,17,,5,8.71,8.71,0,0
2288,2024-01-08,16,,5,12.15,12.15,0,0
2289,2024-01-08,18,,3,7.57,7.57,0,0
2290,2024-01-08,12,3,1,1.84,1.92,20,1
2291,2024-01-08,3,,1,1.33,1.33,0,0
2292,2024-01-08,6,,3,4.11,4.11,0,0
2293,2024-01-08,3,2,1,1.3,1.33,30,1
2294,2024-01-08,23,,2,2.35,2.35,0,0
2295,2024-01-08,28,,2,1.95,1.95,0,0
2296,2024-01-08,21,2,1,1.42,1.84,30,1
2297,2024-01-08,16,,3,7.29,7.29,0,0
2298,2024-01-08,24,2,1,0.69,0.9,30,1
2299,2024-01-08,1,,2,3.45,3.45,0,0
2300,2024-01-08,17,,3,5.23,5.23,0,0
2301,2024-01-08,11,,3,3.95,3.95,0,0
2302,2024-01-08,22,,5,8.46,8.46,0,0
2303,2024-01-08,15,2,4,7.48,8.91,30,1
2304,2024-01-08,29,3,3,5.33,5.79,20,1
2305,2024-01-08,8,,4,3.06,3.06,0,0
2306,2024-01-08,10,3,1,0.86,0.71,20,1
2307,2024-01-08,15,,2,4.45,4.45,0,0
2308,2024-01-08,6,2,5,7.18,6.84,30,1
2309,2024-01-08,27,2,2,1.56,1.94,30,1
2310,2024-01-08,2,,3,3.14,3.14,0,0
2311,2024-01-08,15,,3,6.68,6.68,0,0
2312,2024-01-08,7,,5,7.95,7.95,0,0
2313,2024-01-08,22,,3,5.07,5.07,0,0
2314,2024-01-08,5,,3,5.51,5.51,0,0
2315,2024-01-08,6,2,5,7.18,6.84,30,1
2316,2024-01-08,13,,4,3.64,3.64,0,0
2317,2024-01-08,15,3,3,6.41,6.68,20,1
2318,2024-01-08,21,,3,5.53,5.53,0,0
2319,2024-01-08,10,,5,3.57,3.57,0,0
2320,2024-01-08,26,,5,6.38,6.38,0,0
2321,2024-01-08,30,2,4,5.23,6.49,30,1
2322,2024-01-08,24,,4,3.6,3.6,0,0
2323,2024-01-08,5,2,5,9.0,9.18,30,1
2324,2024-01-08,13,,5,4.55,4.55,0,0
2325,2024-01-08,15,2,3,5.61,6.68,30,1
2326,2024-01-08,20,,2,2.58,2.58,0,0
2327,2024-01-08,8,2,3,2.41,2.29,30,1
2328,2024-01-08,18,,4,10.1,10.1,0,0
2329,2024-01-08,3,,5,6.63,6.63,0,0
2330,2024-01-08,16,,3,7.29,7.29,0,0
2331,2024-01-08,17,,1,1.74,1.74,0,0
2332,2024-01-08,12,3,4,7.38,7.68,20,1
2333,2024-01-08,12,,4,7.68,7.68,0,0
2334,2024-01-08,10,,3,2.14,2.14,0,0
2335,2024-01-08,15,3,5,10.69,11.14,20,1
2336,2024-01-08,24,,4,3.6,3.6,0,0
2337,2024-01-08,10,,2,1.43,1.43,0,0
2338,2024-01-08,29,,4,7.72,7.72,0,0
2339,2024-01-08,14,,2,2.55,2.55,0,0
2340,2024-01-08,20,3,1,1.34,1.29,20,1
2341,2024-01-08,16,,5,12.15,12.15,0,0
2342,2024-01-08,3,,5,6.63,6.63,0,0
2343,2024-01-08,3,,1,1.33,1.33,0,0
2344,2024-01-08,30,,3,4.87,4.87,0,0
2345,2024-01-08,18,,4,10.1,10.1,0,0
2346,2024-01-08,25,3,2,3.64,4.13,20,1
2347,2024-01-08,10,,5,3.57,3.57,0,0
2348,2024-01-08,27,,3,2.91,2.91,0,0
2349,2024-01-08,10,,4,2.86,2.86,0,0
2350,2024-01-08,15,2,2,3.74,4.45,30,1
2351,2024-01-08,5,3,3,6.17,5.51,20,1
2352,2024-01-08,4,,3,3.8,3.8,0,0
2353,2024-01-08,16,3,2,5.06,4.86,20,1
2354,2024-01-08,16,,1,2.43,2.43,0,0
2355,2024-01-08,12,,5,9.6,9.6,0,0
2356,2024-01-08,14,,3,3.82,3.82,0,0
2357,2024-01-08,16,,1,2.43,2.43,0,0
2358,2024-01-08,24,3,5,3.96,4.51,20,1
2359,2024-01-08,6,3,5,8.21,6.84,20,1
2360,2024-01-08,15,,2,4.45,4.45,0,0
2361,2024-01-08,2,,3,3.14,3.14,0,0
2362,2024-01-08,21,3,3,4.87,5.53,20,1
2363,2024-01-08,17,,1,1.74,1.74,0,0
2364,2024-01-08,25,,2,4.13,4.13,0,0
2365,2024-01-08,20,,2,2.58,2.58,0,0
2366,2024-01-08,28,,3,2.93,2.93,0,0
2367,2024-01-08,22,3,3,4.47,5.07,20,1
2368,2024-01-08,4,,5,6.33,6.33,0,0
2369,2024-01-08,27,3,2,1.78,1.94,20,1
2370,2024-01-08,12,,4,7.68,7.68,0,0
2371,2024-01-08,30,2,2,2.61,3.25,30,1
2372,2024-01-08,17,,2,3.48,3.48,0,0
2373,2024-01-08,26,,5,6.38,6.38,0,0
2374,2024-01-08,27,,5,4.84,4.84,0,0
2375,2024-01-08,23,,5,5.86,5.86,0,0
2376,2024-01-08,26,,1,1.27,1.27,0,0
2377,2024-01-08,30,2,1,1.31,1.62,30,1
2378,2024-01-08,30,,1,1.62,1.62,0,0
2379,2024-01-08,10,3,3,2.57,2.14,20,1
2380,2024-01-08,29,,5,9.65,9.65,0,0
2381,2024-01-08,11,,2,2.63,2.63,0,0
2382,2024-01-08,1,2,1,1.69,1.73,30,1
2383,2024-01-08,23,2,2,1.81,2.35,30,1
2384,2024-01-08,5,,1,1.84,1.84,0,0
2385,2024-01-08,25,3,1,1.82,2.07,20,1
2386,2024-01-08,25,2,4,6.36,8.26,30,1
2387,2024-01-08,2,,5,5.23,5.23,0,0
2388,2024-01-08,16,,1,2.43,2.43,0,0
2389,2024-01-08,2,2,1,1.02,1.05,30,1
2390,2024-01-08,25,,1,2.07,2.07,0,0
2391,2024-01-08,30,2,5,6.53,8.12,30,1
2392,2024-01-08,6,2,3,4.31,4.11,30,1
2393,2024-01-08,28,,3,2.93,2.93,0,0
2394,2024-01-08,12,2,3,4.84,5.76,30,1
2395,2024-01-08,17,2,5,7.93,8.71,30,1
2396,2024-01-08,17,,2,3.48,3.48,0,0
2397,2024-01-08,10,,2,1.43,1.43,0,0
2398,2024-01-08,18,,1,2.52,2.52,0,0
2399,2024-01-08,4,,2,2.53,2.53,0,0
2400,2024-01-08,28,,4,3.91,3.91,0,0
2401,2024-01-08,19,,2,5.98,5.98,0,0
2402,2024-01-08,4,,2,2.53,2.53,0,0
2403,2024-01-08,13,2,4,3.06,3.64,30,1
2404,2024-01-08,14,,1,1.27,1.27,0,0
2405,2024-01-08,11,,1,1.32,1.32,0,0
2406,2024-01-08,17,,2,3.48,3.48,0,0
2407,2024-01-08,12,,3,5.76,5.76,0,0
2408,2024-01-08,2,2,1,1.02,1.05,30,1
2409,2024-01-08,13,,3,2.73,2.73,0,0
2410,2024-01-08,24,,3,2.7,2.7,0,0
2411,2024-01-08,27,3,4,3.57,3.88,20,1
2412,2024-01-08,10,2,4,3.0,2.86,30,1
2413,2024-01-08,29,,4,7.72,7.72,0,0
2414,2024-01-08,12,3,2,3.69,3.84,20,1
2415,2024-01-08,22,,1,1.69,1.69,0,0
2416,2024-01-08,17,3,1,1.81,1.74,20,1
2417,2024-01-08,13,,5,4.55,4.55,0,0
2418,2024-01-08,24,2,2,1.39,1.8,30,1
2419,2024-01-08,11,,2,2.63,2.63,0,0
2420,2024-01-08,13,3,1,0.87,0.91,20,1
2421,2024-01-08,24,3,4,3.17,3.6,20,1
2422,2024-01-08,25,,4,8.26,8.26,0,0
2423,2024-01-08,22,,5,8.46,8.46,0,0
2424,2024-01-08,16,3,5,12.64,12.15,20,1
2425,2024-01-08,4,3,1,1.42,1.27,20,1
2426,2024-01-08,8,2,2,1.61,1.53,30,1
2427,2024-01-08,27,,1,0.97,0.97,0,0
2428,2024-01-08,1,,2,3.45,3.45,0,0
2429,2024-01-08,22,2,3,3.91,5.07,30,1
2430,2024-01-08,25,,1,2.07,2.07,0,0
2431,2024-01-08,17,,4,6.97,6.97,0,0
2432,2024-01-08,7,,3,4.77,4.77,0,0
2433,2024-01-08,16,3,5,12.64,12.15,20,1
2434,2024-01-08,26,,5,6.38,6.38,0,0
2435,2024-01-08,25,,1,2.07,2.07,0,0
2436,2024-01-08,29,,1,1.93,1.93,0,0
2437,2024-01-08,11,,4,5.27,5.27,0,0
2438,2024-01-08,2,3,1,1.17,1.05,20,1
2439,2024-01-08,29,,2,3.86,3.86,0,0
2440,2024-01-08,5,,3,5.51,5.51,0,0
2441,2024-01-08,16,,1,2.43,2.43,0,0
2442,2024-01-08,16,,5,12.15,12.15,0,0
2443,2024-01-08,19,,4,11.97,11.97,0,0
2444,2024-01-08,28,,2,1.95,1.95,0,0
2445,2024-01-08,13,,3,2.73,2.73,0,0
2446,2024-01-08,13,,5,4.55,4.55,0,0
2447,2024-01-08,25,2,3,4.77,6.2,30,1
2448,2024-01-08,19,3,1,3.11,2.99,20,1
2449,2024-01-08,12,3,5,9.22,9.6,20,1
2450,2024-01-08,13,,1,0.91,0.91,0,0
2451,2024-01-08,12,,4,7.68,7.68,0,0
2452,2024-01-08,22,3,2,2.98,3.38,20,1
2453,2024-01-08,19,,1,2.99,2.99,0,0
2454,2024-01-08,3,2,3,3.9,3.98,30,1
2455,2024-01-08,1,3,5,9.66,8.63,20,1
2456,2024-01-08,22,,4,6.77,6.77,0,0
2457,2024-01-08,29,3,4,7.1,7.72,20,1
2458,2024-01-08,19,,1,2.99,2.99,0,0
2459,2024-01-08,13,,5,4.55,4.55,0,0
2460,2024-01-08,19,,1,2.99,2.99,0,0
2461,2024-01-08,4,3,2,2.84,2.53,20,1
2462,2024-01-08,6,3,5,8.21,6.84,20,1
2463,2024-01-08,7,,4,6.36,6.36,0,0
2464,2024-01-08,26,,1,1.27,1.27,0,0
2465,2024-01-08,18,2,2,4.59,5.05,30,1
2466,2024-01-08,10,,5,3.57,3.57,0,0
2467,2024-01-08,8,,5,3.82,3.82,0,0
2468,2024-01-08,3,3,5,7.43,6.63,20,1
2469,2024-01-08,9,,1,1.11,1.11,0,0
2470,2024-01-08,17,,4,6.97,6.97,0,0
2471,2024-01-08,12,,1,1.92,1.92,0,0
2472,2024-01-08,10,,5,3.57,3.57,0,0
2473,2024-01-08,14,3,5,6.12,6.38,20,1
2474,2024-01-08,13,,3,2.73,2.73,0,0
2475,2024-01-08,15,2,5,9.35,11.14,30,1
2476,2024-01-08,21,,5,9.22,9.22,0,0
2477,2024-01-08,19,3,4,12.45,11.97,20,1
2478,2024-01-08,9,,5,5.57,5.57,0,0
2479,2024-01-08,28,,4,3.91,3.91,0,0
2480,2024-01-08,24,,1,0.9,0.9,0,0
2481,2024-01-08,12,2,4,6.45,7.68,30,1
2482,2024-01-08,24,,3,2.7,2.7,0,0
2483,2024-01-08,14,,3,3.82,3.82,0,0
2484,2024-01-08,30,,1,1.62,1.62,0,0
2485,2024-01-08,28,3,4,3.6,3.91,20,1
2486,2024-01-08,21,2,2,2.84,3.69,30,1
2487,2024-01-08,13,2,2,1.53,1.82,30,1
2488,2024-01-08,1,,2,3.45,3.45,0,0
2489,2024-01-08,10,,4,2.86,2.86,0,0
2490,2024-01-08,14,,4,5.1,5.1,0,0
2491,2024-01-08,2,2,2,2.05,2.09,30,1
2492,2024-01-08,1,,3,5.18,5.18,0,0
2493,2024-01-08,9,2,5,5.85,5.57,30,1
2494,2024-01-08,24,,4,3.6,3.6,0,0
2495,2024-01-08,2,3,1,1.17,1.05,20,1
2496,2024-01-08,28,,1,0.98,0.98,0,0
2497,2024-01-08,14,,3,3.82,3.82,0,0
2498,2024-01-08,29,,1,1.93,1.93,0,0
2499,2024-01-08,27,2,2,1.56,1.94,30,1
2500,2024-01-08,17,,5,8.71,8.71,0,0
2501,2024-01-08,30,2,5,6.53,8.12,30,1
2502,2024-01-08,8,3,5,4.59,3.82,20,1
2503,2024-01-08,11,,5,6.59,6.59,0,0
2504,2024-01-08,26,,2,2.55,2.55,0,0
2505,2024-01-08,7,2,2,3.34,3.18,30,1
2506,2024-01-08,9,,4,4.45,4.45,0,0
2507,2024-01-08,28,3,5,4.5,4.89,20,1
2508,2024-01-08,23,3,1,1.03,1.17,20,1
2509,2024-01-08,16,,2,4.86,4.86,0,0
2510,2024-01-08,29,,2,3.86,3.86,0,0
2511,2024-01-08,23,,3,3.52,3.52,0,0
2512,2024-01-08,1,2,5,8.45,8.63,30,1
2513,2024-01-08,23,3,2,2.06,2.35,20,1
2514,2024-01-08,10,,3,2.14,2.14,0,0
2515,2024-01-08,22,,1,1.69,1.69,0,0
2516,2024-01-08,8,,4,3.06,3.06,0,0
2517,2024-01-08,30,,4,6.49,6.49,0,0
2518,2024-01-08,30,2,3,3.92,4.87,30,1
2519,2024-01-08,10,,2,1.43,1.43,0,0
2520,2024-01-08,6,,4,5.47,5.47,0,0
2521,2024-01-08,29,,4,7.72,7.72,0,0
2522,2024-01-08,9,,1,1.11,1.11,0,0
2523,2024-01-08,16,,4,9.72,9.72,0,0
2524,2024-01-08,30,,3,4.87,4.87,0,0
2525,2024-01-08,29,,1,1.93,1.93,0,0
2526,2024-01-08,23,,3,3.52,3.52,0,0
2527,2024-01-08,12,,4,7.68,7.68,0,0
2528,2024-01-08,27,,5,4.84,4.84,0,0
2529,2024-01-08,15,,1,2.23,2.23,0,0
2530,2024-01-08,21,,2,3.69,3.69,0,0
2531,2024-01-08,26,2,2,2.05,2.55,30,1
2532,2024-01-08,21,2,3,4.26,5.53,30,1
2533,2024-01-08,4,2,2,2.48,2.53,30,1
2534,2024-01-08,28,,5,4.89,4.89,0,0
2535,2024-01-08,26,,3,3.82,3.82,0,0
2536,2024-01-08,28,3,2,1.8,1.95,20,1
2537,2024-01-08,26,3,3,3.52,3.82,20,1
2538,2024-01-08,12,,2,3.84,3.84,0,0
2539,2024-01-08,13,2,5,3.82,4.55,30,1
2540,2024-01-08,30,,5,8.12,8.12,0,0
2541,2024-01-08,21,,2,3.69,3.69,0,0
2542,2024-01-08,15,2,2,3.74,4.45,30,1
2543,2024-01-08,2,,4,4.18,4.18,0,0
2544,2024-01-08,20,3,3,4.03,3.88,20,1
2545,2024-01-08,6,3,5,8.21,6.84,20,1
2546,2024-01-08,25,,4,8.26,8.26,0,0
2547,2024-01-08,16,2,1,2.21,2.43,30,1
2548,2024-01-08,7,3,3,5.72,4.77,20,1
2549,2024-01-08,13,,2,1.82,1.82,0,0
2550,2024-01-08,7,3,5,9.54,7.95,20,1
2551,2024-01-08,24,,2,1.8,1.8,0,0
2552,2024-01-08,14,3,2,2.45,2.55,20,1
2553,2024-01-08,8,,5,3.82,3.82,0,0
2554,2024-01-08,8,,3,2.29,2.29,0,0
2555,2024-01-08,21,3,4,6.49,7.38,20,1
2556,2024-01-08,5,,3,5.51,5.51,0,0
2557,2024-01-08,13,,2,1.82,1.82,0,0
2558,2024-01-08,23,,4,4.69,4.69,0,0
2559,2024-01-08,9,2,1,1.17,1.11,30,1
2560,2024-01-08,2,,3,3.14,3.14,0,0
2561,2024-01-08,16,,3,7.29,7.29,0,0
2562,2024-01-08,22,,5,8.46,8.46,0,0
2563,2024-01-08,26,3,1,1.17,1.27,20,1
2564,2024-01-08,10,,4,2.86,2.86,0,0
2565,2024-01-08,5,2,5,9.0,9.18,30,1
2566,2024-01-08,9,,2,2.23,2.23,0,0
2567,2024-01-08,30,,3,4.87,4.87,0,0
2568,2024-01-08,5,3,1,2.06,1.84,20,1
2569,2024-01-08,5,2,3,5.4,5.51,30,1
2570,2024-01-08,5,,4,7.34,7.34,0,0
2571,2024-01-08,27,,3,2.91,2.91,0,0
2572,2024-01-08,30,3,4,5.97,6.49,20,1
2573,2024-01-08,20,,3,3.88,3.88,0,0
2574,2024-01-08,14,3,2,2.45,2.55,20,1
2575,2024-01-08,25,,2,4.13,4.13,0,0
2576,2024-01-08,30,2,4,5.23,6.49,30,1
2577,2024-01-08,2,3,2,2.34,2.09,20,1
2578,2024-01-08,9,,2,2.23,2.23,0,0
2579,2024-01-08,14,,1,1.27,1.27,0,0
2580,2024-01-08,30,3,4,5.97,6.49,20,1
2581,2024-01-08,23,,5,5.86,5.86,0,0
2582,2024-01-08,16,,1,2.43,2.43,0,0
2583,2024-01-08,28,2,2,1.57,1.95,30,1
2584,2024-01-08,7,2,3,5.01,4.77,30,1
2585,2024-01-08,24,,5,4.51,4.51,0,0
2586,2024-01-08,19,2,5,13.61,14.96,30,1
2587,2024-01-08,17,2,5,7.93,8.71,30,1
2588,2024-01-08,8,,4,3.06,3.06,0,0
